,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,19.23,19.25,18.59,18.85,18.641415,594700
1,2010-01-05,18.92,19.16,18.559998999999998,18.76,18.552410000000002,501000
2,2010-01-06,18.75,19.25,18.690001000000002,19.219998999999998,19.007317999999998,340400
3,2010-01-07,19.6,20.98,19.370001000000002,20.860001,20.629171,1530400
4,2010-01-08,21.0,21.620001000000002,20.870001000000002,21.610001,21.370872,619400
5,2010-01-11,21.620001000000002,21.620001000000002,21.049999,21.280001000000002,21.044525,403900
6,2010-01-12,21.280001000000002,21.6,20.870001000000002,21.139999,20.906073000000003,234900
7,2010-01-13,20.629998999999998,21.41,20.629998999999998,21.309998999999998,21.074192,195600
8,2010-01-14,21.09,21.48,20.4,20.440001000000002,20.213820000000002,438300
9,2010-01-15,20.540001,20.540001,19.75,20.35,20.124814999999998,236400
10,2010-01-19,20.17,20.450001,20.07,20.209999,19.986362,378200
11,2010-01-20,20.09,20.309998999999998,19.709999,20.1,19.877582999999998,298100
12,2010-01-21,20.16,20.49,19.5,20.0,19.778688,283400
13,2010-01-22,19.959999,20.49,19.57,20.049999,19.828135,289100
14,2010-01-25,20.15,20.469998999999998,19.73,19.74,19.521564,154700
15,2010-01-26,19.66,20.26,19.24,19.969998999999998,19.74902,458700
16,2010-01-27,19.93,20.0,19.639999,19.91,19.689684,122700
17,2010-01-28,20.0,20.16,19.15,19.290001,19.076546,207100
18,2010-01-29,19.309998999999998,19.969998999999998,19.299999,19.4,19.185328,192000
19,2010-02-01,19.49,19.99,19.42,19.790001,19.571012,233800
20,2010-02-02,19.74,19.74,18.879998999999998,19.49,19.274332,363900
21,2010-02-03,19.440001000000002,19.620001000000002,19.0,19.120001000000002,18.908426000000002,91400
22,2010-02-04,18.93,19.01,18.0,18.01,17.810709,329500
23,2010-02-05,18.0,18.129998999999998,17.52,17.92,17.721704000000003,343200
24,2010-02-08,17.85,18.6,17.530001000000002,17.870001000000002,17.672258,214000
25,2010-02-09,18.120001000000002,18.26,17.799999,17.940001000000002,17.741484,464300
26,2010-02-10,17.84,18.0,17.049999,17.290001,17.098677,587100
27,2010-02-11,17.16,17.92,17.049999,17.75,17.553585,216800
28,2010-02-12,17.530001000000002,17.9,17.530001000000002,17.860001,17.662369,294000
29,2010-02-16,18.15,18.49,17.92,18.389999,18.186501999999997,185900
30,2010-02-17,18.530001000000002,18.68,18.26,18.450001,18.24584,211200
31,2010-02-18,18.370001000000002,18.540001,18.24,18.42,18.216171,92700
32,2010-02-19,18.43,18.450001,17.93,17.940001000000002,17.741484,315400
33,2010-02-22,17.950001,18.280001000000002,17.559998999999998,17.98,17.78104,201300
34,2010-02-23,17.950001,18.01,17.27,17.719998999999998,17.523916,542500
35,2010-02-24,17.75,18.43,17.620001000000002,18.360001,18.156836,187100
36,2010-02-25,18.08,18.5,17.950001,18.1,17.899714000000003,204700
37,2010-02-26,18.17,18.5,18.120001000000002,18.33,18.127167,112600
38,2010-03-01,18.5,19.209999,18.379998999999998,19.120001000000002,18.908426000000002,360000
39,2010-03-02,19.24,19.690001000000002,19.129998999999998,19.67,19.452339000000002,298800
40,2010-03-03,19.65,20.030001000000002,19.27,19.969998999999998,19.74902,404800
41,2010-03-04,20.030001000000002,21.209999,19.870001000000002,21.209999,20.975298000000002,553000
42,2010-03-05,21.450001,21.620001000000002,20.959999,21.4,21.163197,546500
43,2010-03-08,21.41,21.74,20.74,20.98,20.747843,440100
44,2010-03-09,21.02,21.49,20.719998999999998,21.17,20.935741,559400
45,2010-03-10,21.24,21.620001000000002,21.08,21.469998999999998,21.23242,250400
46,2010-03-11,21.4,21.559998999999998,20.639999,21.540001,21.301647,481900
47,2010-03-12,21.940001000000002,23.35,21.58,23.33,23.071839999999998,1976200
48,2010-03-15,22.52,23.059998999999998,21.17,22.110001,21.865339000000002,1143200
49,2010-03-16,22.35,22.940001000000002,21.91,22.860001,22.607039999999998,528700
50,2010-03-17,23.01,23.17,22.440001000000002,22.49,22.241135,310500
51,2010-03-18,22.49,22.73,21.879998999999998,22.639999,22.389475,237100
52,2010-03-19,21.700001,22.5,21.610001,21.700001,21.459877,448500
53,2010-03-22,21.51,22.15,21.32,22.07,21.825782999999998,339700
54,2010-03-23,22.139999,22.299999,21.620001000000002,22.209999,21.964230999999998,290200
55,2010-03-24,22.059998999999998,22.290001,21.0,21.969998999999998,21.726889,288800
56,2010-03-25,22.08,23.280001000000002,22.0,22.719998999999998,22.46859,545300
57,2010-03-26,22.98,23.139999,22.4,22.5,22.251023999999997,254300
58,2010-03-29,22.68,22.9,22.33,22.809998999999998,22.557592,209600
59,2010-03-30,22.98,23.450001,22.799999,23.209999,22.953167,345100
60,2010-03-31,23.219998999999998,23.389999,22.540001,22.620001000000002,22.369698,459800
61,2010-04-01,22.809998999999998,23.02,21.84,22.15,21.904896,421600
62,2010-04-05,22.26,22.629998999999998,21.639999,22.629998999999998,22.379585000000002,501500
63,2010-04-06,22.65,23.26,22.58,23.190001000000002,22.93339,261700
64,2010-04-07,23.1,23.200001,22.09,22.200001,21.954344,340100
65,2010-04-08,22.190001000000002,22.469998999999998,21.889999,22.15,21.904896,137200
66,2010-04-09,22.18,23.379998999999998,22.18,23.200001,22.943279,428400
67,2010-04-12,23.139999,24.1,23.040001,23.219998999999998,22.963057,759100
68,2010-04-13,23.139999,23.139999,22.440001000000002,22.84,22.587260999999998,248300
69,2010-04-14,23.030001000000002,23.290001,22.719998999999998,23.26,23.002615,240000
70,2010-04-15,23.360001,24.09,23.309998999999998,23.809998999999998,23.546528,269700
71,2010-04-16,23.809998999999998,23.98,23.1,23.610001,23.348742,206400
72,2010-04-19,23.469998999999998,23.52,22.059998999999998,22.17,21.924675,432000
73,2010-04-20,22.280001000000002,22.879998999999998,22.25,22.82,22.567482000000002,214700
74,2010-04-21,22.780001000000002,23.299999,22.43,23.18,22.9235,327400
75,2010-04-22,22.99,24.85,22.75,24.59,24.317898,602500
76,2010-04-23,24.73,25.4,24.290001,25.360001,25.079376,446800
77,2010-04-26,25.459999,25.76,24.73,24.969998999999998,24.693691,268300
78,2010-04-27,22.870001000000002,23.65,21.66,22.75,22.498257000000002,1543000
79,2010-04-28,23.309998999999998,23.719998999999998,22.860001,22.98,22.725711999999998,407900
80,2010-04-29,23.26,24.1,23.24,24.08,23.81354,305000
81,2010-04-30,24.15,24.75,23.09,23.120001000000002,22.864164000000002,353500
82,2010-05-03,23.469998999999998,24.549999,23.299999,23.93,23.665201,309600
